gene_symbol	OFO1003B1	OFO1003B2	OFO1003O1	OFO1003O2	OFO1003V1	OFO1003V2	OFO1004B1	OFO1004B2	OFO1004O1	OFO1004O2	OFO1004V1	OFO1004V2	OFO1005B1	OFO1005B2	OFO1005O1	OFO1005O2	OFO1005V1	OFO1005V2
CXCR6	3	2	1	3	2	2	3	5	4	4	3	2	3	0	3	4	0	0
XCR1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	3	1	1
CCR1	81	36	93	11	47	82	86	24	85	10	31	85	99	34	93	131	42	82
CCR3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	8	13	5
CCR2	3	2	3	1	4	2	8	0	1	0	9	3	7	4	3	8	11	4
CCR5	37	29	38	3	18	37	59	12	44	10	31	38	50	17	35	62	32	52
CCRL2	11	8	11	0	5	6	9	8	9	2	6	4	6	1	8	8	4	2
LTF	2	1	2	1	0	0	44	28	2	2	0	0	1	0	1	5	2	0
RTP3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	7	4	3
LRRC2	14	12	8	2	10	11	8	5	5	8	12	9	15	24	32	48	36	51
LRRC2-AS1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	2	2	2	5
TDGF1	5	8	23	25	17	12	273	309	436	598	1226	968	50	28	5301	4956	5361	4309
LOC100132146	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
ALS2CL	48	59	41	27	53	34	73	56	26	34	44	29	51	41	50	53	51	37
TMIE	28	22	13	8	12	5	12	13	7	20	14	3	25	26	5	3	11	22
PRSS50	2	5	6	3	6	5	2	4	2	1	0	1	0	3	1	2	5	3
PRSS46	2	2	0	1	1	0	0	2	0	0	0	0	2	0	2	0	1	0
PRSS45	0	2	0	0	0	0	0	2	0	0	0	1	0	0	3	1	2	0
PRSS42	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	2
MYL3	61	62	47	46	27	28	64	63	3	5	21	10	41	34	23	31	36	46
PTH1R	62	40	20	40	24	37	39	49	44	57	77	89	31	26	299	325	307	259
CCDC12	709	646	791	806	1149	944	976	879	757	877	926	623	880	932	801	971	1038	766
NBEAL2	362	374	220	198	382	333	361	361	239	282	320	254	257	261	391	443	438	348
NRADDP	2	1	3	1	3	1	2	1	5	1	8	4	2	6	5	5	1	4
SETD2	1448	1445	923	972	1487	1507	1334	1452	1438	1865	1400	1087	1506	1499	1306	1166	1459	1146
KIF9-AS1	91	100	61	84	104	106	85	67	73	73	83	52	95	107	41	40	69	70
KIF9	510	426	135	174	162	146	289	284	278	356	106	97	275	228	156	160	187	162
KLHL18	653	656	372	355	640	689	664	670	578	708	643	454	743	650	575	633	739	650
PTPN23	1279	1293	1131	1174	1722	1555	1048	1247	951	1195	1217	953	1485	1596	724	907	1009	838
SCAP	2277	2194	1676	1746	1955	2008	2071	2102	1830	2252	1802	1298	1912	1897	1037	1265	1538	1402
ELP6	328	327	276	320	323	287	438	459	384	514	409	317	351	337	493	518	529	486
CSPG5	1635	1457	581	637	817	761	841	758	969	1128	697	523	1281	1118	131	153	777	612
SMARCC1	2314	2336	1984	2071	2679	2500	4384	4483	4128	5345	3978	2859	2213	2065	4486	4685	4286	3482
DHX30	1984	1793	1539	1619	1976	1994	1775	1944	1622	1985	1733	1344	1802	1844	1235	1427	1546	1431
MIR1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP4	6255	6109	4187	4325	5686	5606	6222	6487	5692	7504	6194	4678	6321	5883	4869	5056	6003	5048
CDC25A	154	165	231	265	285	302	633	567	652	810	695	468	145	177	1070	1124	1108	849
MIR4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMP	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ZNF589	416	474	381	452	633	589	893	904	908	1228	1136	857	451	407	1089	1139	1231	979
NME6	189	184	108	120	124	138	217	227	198	259	136	96	170	140	156	176	189	126
SPINK8	0	1	0	4	2	3	1	0	0	0	0	4	0	0	2	0	0	0
FBXW12	3	7	9	11	19	17	12	7	5	19	20	13	7	18	8	15	15	6
PLXNB1	2030	1889	939	931	1196	1208	1438	1462	1469	1841	1154	894	1007	972	693	775	982	820
CCDC51	271	263	215	195	292	269	378	347	289	363	266	197	310	286	335	359	361	315
TMA7	2265	2259	2084	2406	2449	2196	3105	2648	2629	3346	2375	1685	2797	2587	2425	2680	2970	2282
ATRIP	155	173	139	133	161	208	151	171	157	161	192	118	141	111	145	159	169	138
TREX1	204	188	61	71	70	99	116	109	101	128	53	55	94	71	38	57	57	42
SHISA5	3208	3110	2259	2426	3097	3152	2835	2581	2395	2992	2964	2070	3213	2928	2419	2695	3413	2761
PFKFB4	577	519	251	255	373	404	553	551	760	965	467	326	273	250	564	508	423	320
MIR6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCN2	1	1	0	0	0	0	1	3	0	2	1	1	1	0	0	0	1	1
COL7A1	320	354	201	217	325	315	431	398	250	339	421	302	339	249	315	376	339	262
MIR711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRC1	3088	3085	2728	2710	3040	2972	3508	3349	2577	3334	2781	2063	3443	3292	2977	3295	3361	2810
TMEM89	1	1	0	1	0	0	0	2	0	0	1	0	1	0	1	2	0	0
SLC26A6	195	187	186	152	265	281	307	355	296	378	484	324	177	170	501	485	430	330
MIR6824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR3	1544	1587	1160	1226	2255	2167	946	1039	939	1252	1296	969	1834	1718	314	341	793	612
MIR4793	0	0	0	3	2	0	0	0	0	0	0	2	1	0	0	0	0	0
CELSR3-AS1	8	15	11	9	14	15	8	10	10	14	13	10	15	4	4	7	9	11
NCKIPSD	366	361	306	327	504	497	363	427	413	531	523	414	365	285	403	411	458	386
IP6K2	2079	1990	2217	2347	3279	3279	2048	2016	1858	2235	2584	1954	3100	2806	1465	1577	2131	1648
PRKAR2A	824	862	454	463	581	602	564	697	629	739	449	353	658	619	557	568	642	517
PRKAR2A-AS1	24	17	6	6	7	5	7	10	4	10	14	5	9	13	5	8	23	15
SLC25A20	183	202	101	95	123	139	242	240	133	176	139	97	185	158	149	163	164	151
ARIH2OS	45	61	42	43	43	47	35	38	28	39	40	25	47	42	23	14	33	31
ARIH2	1158	1166	835	873	1269	1178	1542	1370	1155	1496	1351	892	1292	1154	1435	1429	1615	1238
P4HTM	1309	1175	773	815	918	903	744	785	751	1031	400	351	880	879	113	164	441	341
WDR6	3606	3471	2034	2210	3150	2892	2569	2454	2179	2822	2256	1765	3108	2940	1666	1826	2373	1900
DALRD3	796	766	643	702	727	724	669	716	553	713	677	487	724	755	444	496	598	532
MIR425	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0
NDUFAF3	616	707	652	709	603	620	806	709	548	601	518	420	684	760	425	471	500	452
MIR191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPDH2	3350	3124	5206	5378	5174	5109	5420	5094	3936	5085	5215	3961	5207	5030	4636	5148	5460	4543
QRICH1	1461	1384	1131	1188	1532	1531	1410	1476	1249	1645	1442	1058	1592	1555	1135	1148	1454	1182
QARS	2297	2156	2433	2675	2600	2511	3274	3207	2698	3210	3107	2292	2716	2467	3550	3866	4048	3076
MIR6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP19	1399	1332	1021	1002	1230	1308	1291	1238	1069	1381	1029	856	1170	1172	963	1024	1238	996
LAMB2	2087	1981	811	861	922	880	1051	1162	899	1235	726	528	1056	1103	438	508	798	609
LAMB2P1	74	56	75	92	146	122	54	46	46	62	104	64	109	110	15	22	50	42
CCDC71	347	308	286	249	345	316	394	355	356	403	326	226	254	220	331	418	388	335
KLHDC8B	1017	954	541	540	619	660	825	793	914	1215	456	297	652	599	252	297	408	311
C3orf84	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CCDC36	1	5	1	2	4	1	4	1	1	1	1	0	0	2	6	2	2	2
C3orf62	120	115	49	63	108	92	95	86	80	116	91	75	81	85	27	42	62	54
MIR4271	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
USP4	1164	1103	851	1019	1277	1234	1081	1068	896	1174	1057	830	1417	1276	915	911	1293	1007
GPX1	2963	2754	2543	2549	2289	2288	3924	3545	2994	3654	2323	1818	3399	3207	3028	3850	3923	3154
RHOA	6096	6231	4955	5271	5836	5634	8077	7701	6591	8416	6592	4645	6167	5499	7654	8089	8133	6673
TCTA	366	323	95	97	145	129	269	302	249	259	117	95	215	203	150	135	200	166
AMT	301	270	239	255	396	445	235	200	224	342	357	243	364	304	578	608	656	464
NICN1	488	475	245	314	468	496	271	317	275	349	384	249	491	387	175	157	324	228
DAG1	2112	2098	1044	1204	1671	1706	2018	2006	1771	2481	1625	1362	1637	1570	1840	1937	2157	1706
BSN-AS2	11	10	2	6	14	14	3	3	4	6	6	2	11	13	8	3	6	9
BSN	1155	1050	622	654	1268	1325	366	429	547	725	737	597	1401	1398	100	89	555	465
APEH	1555	1366	1530	1682	1553	1629	1974	2101	1670	2048	1956	1420	1565	1522	2337	2417	2406	1864
MST1	456	443	133	139	200	231	330	362	162	185	210	153	224	225	128	149	225	182
RNF123	636	638	532	576	789	696	596	684	598	721	628	447	591	595	404	483	576	481
AMIGO3	114	131	44	54	98	91	70	86	67	101	102	58	81	64	43	76	78	75
GMPPB	321	280	179	160	207	214	309	285	185	275	159	137	205	219	155	211	177	158
IP6K1	1629	1618	1172	1129	1828	1783	1191	1245	1133	1432	1309	954	1812	1738	601	683	1144	867
CDHR4	59	40	4	4	12	9	39	36	12	15	7	4	9	14	1	0	5	1
FAM212A	51	42	49	32	56	58	46	47	18	29	35	24	65	71	8	23	31	33
UBA7	174	128	79	68	91	89	178	165	76	66	52	68	116	113	65	86	59	70
MIR5193	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
TRAIP	88	54	116	112	147	116	141	147	174	193	179	124	76	77	232	279	238	221
CAMKV	1859	1697	3240	3643	5898	6028	1244	1274	1334	1724	3709	2829	5123	4698	580	647	1160	994
MST1R	8	14	2	3	4	3	21	19	5	7	6	11	2	6	22	16	8	4
MON1A	276	295	209	294	343	302	244	248	162	172	229	165	300	323	116	114	202	173
RBM6	1752	1936	1574	1647	2345	2272	1714	1731	1498	2000	1994	1523	2106	1867	1424	1460	1707	1311
RBM5	2365	2345	1772	1887	2672	2673	2178	2131	1823	2332	2115	1626	2520	2415	1219	1269	1843	1603
RBM5-AS1	137	135	81	81	166	158	108	116	139	188	114	92	218	165	46	40	80	71
SEMA3F	703	691	592	594	876	778	225	267	472	497	312	265	491	549	139	158	282	245
GNAT1	2	1	2	2	1	3	0	1	2	2	0	0	2	2	1	1	2	0
SLC38A3	157	118	109	100	108	87	42	44	67	108	80	37	144	125	25	30	68	59
GNAI2	4349	4191	4401	4737	5135	4973	5333	5293	4282	5098	5170	3853	4736	4467	2568	2996	4000	3057
MIR5787	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SEMA3B-AS1	7	4	9	6	12	14	2	6	7	12	8	7	4	3	3	0	5	5
SEMA3B	601	598	307	323	321	321	959	923	152	218	169	101	227	211	112	170	210	162
MIR6872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSMEM2	5	4	6	14	22	18	11	6	11	10	16	8	12	5	12	11	14	10
IFRD2	284	304	200	266	250	295	436	441	347	372	316	293	261	232	481	573	464	377
HYAL3	32	31	14	14	11	19	25	26	15	9	18	12	15	16	14	10	12	11
NAT6	135	129	142	118	130	142	121	132	121	110	125	95	118	146	70	80	105	78
HYAL1	43	30	20	17	32	40	44	30	26	42	34	25	53	19	31	37	58	25
HYAL2	716	644	525	566	526	586	754	778	617	681	594	446	566	512	483	560	662	615
TUSC2	713	628	689	619	857	786	826	764	614	749	744	527	1003	961	520	653	768	637
RASSF1	369	380	430	430	581	597	357	336	280	402	401	287	566	504	203	215	339	261
RASSF1-AS1	2	6	3	4	1	8	1	12	6	3	6	2	7	6	0	5	9	5
ZMYND10	1120	1124	302	332	273	278	515	471	632	770	57	38	244	300	58	77	124	105
NPRL2	437	444	347	367	461	479	471	431	317	402	318	250	583	554	165	181	343	245
CYB561D2	207	178	124	113	122	121	222	242	102	181	121	68	156	147	92	106	125	99
TMEM115	571	580	336	389	446	461	500	462	454	542	389	261	468	448	296	356	419	325
CACNA2D2	691	682	305	303	379	372	482	521	464	579	458	340	557	485	553	590	846	781
C3orf18	328	295	218	236	297	291	209	228	178	222	217	157	337	338	166	181	269	226
HEMK1	558	465	412	487	515	492	624	580	416	495	473	406	491	491	339	367	427	404
CISH	39	51	70	48	66	86	67	59	37	37	44	40	52	58	17	37	22	21
MAPKAPK3	559	572	404	408	408	390	794	747	687	822	668	518	533	445	894	939	832	705
MIR4787	20	21	5	13	17	29	13	8	11	17	3	10	26	18	15	14	16	23
DOCK3	926	1071	390	421	865	853	317	357	437	632	519	414	1128	1081	210	183	523	389
MANF	999	950	816	889	810	758	1237	1212	911	1236	929	698	1235	1192	1080	1240	1386	1211
RBM15B	1846	1853	1760	1742	2260	2289	1782	1731	1540	1891	1700	1265	1811	1794	894	880	1431	1140
VPRBP	628	647	460	450	687	620	570	688	533	718	521	424	703	729	403	434	536	456
RAD54L2	435	494	357	346	524	527	610	667	587	704	698	471	464	465	545	561	520	460
TEX264	422	366	273	248	331	326	318	294	260	305	248	189	390	383	182	216	282	261
GRM2	181	142	183	174	250	252	96	86	89	121	166	143	159	148	28	41	85	63
IQCF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF4	1	0	0	1	3	1	0	0	0	1	1	0	3	6	0	0	0	0
IQCF3	0	0	0	0	2	2	3	0	0	0	0	0	2	0	0	0	0	0
IQCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IQCF5-AS1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
IQCF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCF1	4	1	7	5	12	17	4	4	6	4	7	7	10	9	11	11	11	7
RRP9	427	387	339	351	447	399	587	629	457	610	461	362	411	407	790	876	645	486
PARP3	81	111	68	52	63	74	74	63	56	85	50	26	87	76	33	33	66	42
GPR62	14	6	8	1	3	4	1	3	5	3	1	0	3	6	2	1	4	6
PCBP4	2103	1815	2250	2234	2824	2673	3348	3122	2331	2986	2835	2050	2592	2454	887	993	1575	1295
ABHD14B	355	339	181	160	181	149	273	252	208	266	129	95	173	189	109	91	138	114
ABHD14A-ACY1	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
ABHD14A	294	242	143	150	162	180	193	200	180	167	142	100	254	248	49	52	104	106
ACY1	9	20	5	7	7	4	14	11	10	16	14	14	9	9	15	12	23	12
RPL29	12898	14067	19612	22676	22667	21477	26506	21492	18352	22658	23744	15892	24152	19471	20275	23117	24718	18103
DUSP7	199	211	186	191	359	328	238	231	204	217	318	190	337	292	226	235	271	229
LINC00696	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
POC1A	127	106	271	220	182	215	220	195	239	287	231	165	109	87	335	337	299	269
ALAS1	1162	1065	885	910	1277	1168	977	963	768	893	954	649	1604	1438	658	646	1012	748
TLR9	23	14	26	30	30	29	7	8	5	8	20	26	43	20	5	3	26	8
TWF2	744	689	667	672	729	837	831	752	591	746	781	529	834	785	672	829	873	724
PPM1M	182	168	173	208	193	162	157	159	124	156	136	150	276	235	75	97	136	131
WDR82	5388	5186	4347	4556	6475	6357	4546	4270	4304	5220	4730	3666	7668	6889	2599	2553	4782	3934
MIRLET7G	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0
GLYCTK	194	251	74	66	91	99	161	182	94	134	106	89	111	109	120	107	184	132
MIR135A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH1	310	299	102	105	170	155	113	158	117	128	115	93	155	116	37	59	111	71
BAP1	2080	1982	1776	1947	2360	2332	1915	1999	1677	2039	1881	1443	2360	2348	1184	1248	1534	1327
PHF7	111	129	135	118	176	178	136	120	80	130	120	97	156	132	115	161	154	118
SEMA3G	4	5	62	60	44	38	8	15	8	10	9	3	8	12	3	7	8	8
TNNC1	238	213	393	434	607	600	187	190	12	23	55	63	123	113	18	24	31	29
NISCH	3536	3454	2307	2443	3461	3369	3166	3425	2769	3473	3267	2617	3539	3488	1786	2022	2940	2539
STAB1	244	86	146	39	193	171	245	84	145	27	178	170	211	72	147	344	179	180
NT5DC2	1818	1349	3171	2607	2736	2647	2451	2224	2397	2086	2579	2001	2318	1899	1886	1913	2173	1858
SMIM4	85	79	59	60	70	62	114	104	87	104	89	70	83	70	118	122	142	98
PBRM1	1666	1657	963	1001	1750	1578	1362	1402	1482	1943	1271	1012	1728	1627	959	965	1312	993
GNL3	1084	1055	1134	1246	1556	1419	1948	1789	1596	2026	1879	1366	1947	1770	2828	2588	2533	2008
SNORD19	3	4	1	2	1	1	4	4	2	4	5	4	6	8	3	3	2	1
SNORD19B	3	0	0	0	1	6	0	0	2	11	2	3	3	2	2	2	2	3
SNORD69	7	3	2	2	7	11	3	5	1	7	14	2	7	5	5	5	3	3
GLT8D1	945	923	582	632	803	742	973	842	751	955	676	555	1058	807	512	575	854	664
SPCS1	1168	1110	825	974	962	1040	1434	1292	1091	1443	1005	721	1248	1167	989	1072	1193	979
NEK4	551	530	347	356	450	496	494	549	536	635	490	292	527	471	507	525	556	439
ITIH1	1	5	1	0	0	1	4	1	0	1	0	0	2	1	0	0	0	0
ITIH3	5	10	3	2	5	6	6	2	3	2	4	2	5	3	2	1	1	0
ITIH4	75	71	97	94	126	117	52	47	57	59	77	56	64	66	19	30	36	33
TMEM110-MUSTN1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MUSTN1	5	7	23	9	45	28	22	17	18	11	20	15	13	11	11	8	15	7
TMEM110	339	411	236	275	440	377	328	336	316	400	367	298	324	294	352	332	369	316
MIR8064	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
SFMBT1	281	280	149	147	223	232	189	234	175	212	197	160	309	211	124	147	224	166
RFT1	386	362	219	241	269	265	536	497	384	469	358	257	302	283	519	544	540	471
PRKCD	248	199	168	183	235	220	224	228	174	197	219	179	262	211	319	345	305	256
TKT	4435	4044	6355	6793	6448	6576	5758	5429	4923	6111	6998	5232	5884	6069	7861	8847	8755	7620
DCP1A	682	745	568	658	960	879	820	706	712	965	844	540	1025	925	506	519	683	567
CACNA1D	134	163	47	46	98	85	48	49	73	78	113	83	167	127	30	29	74	63
CHDH	152	147	36	33	34	47	91	113	84	121	71	62	84	83	101	112	112	105
IL17RB	147	135	64	61	111	96	103	80	90	118	84	66	134	103	80	64	114	79
ACTR8	690	681	416	421	539	574	589	601	576	690	525	348	659	662	421	495	643	478
SELK	991	986	1152	1282	1297	1199	1362	1247	1041	1382	1144	852	1663	1486	1026	990	1170	1025
CACNA2D3	216	203	57	41	98	93	138	142	135	231	163	103	386	381	118	97	304	230
ESRG	16	16	38	57	24	28	1369	1508	2184	2924	2358	1725	55	38	6380	5915	4896	4104
CACNA2D3-AS1	2	0	0	0	3	1	2	0	1	1	0	0	1	1	1	1	3	1
LRTM1	11	13	18	17	44	49	7	7	5	4	11	1	7	4	2	2	2	1
WNT5A	331	354	127	154	133	140	553	589	338	438	286	220	347	246	365	416	394	354
ERC2	487	520	157	128	293	325	190	210	212	306	212	131	688	612	110	113	345	285
ERC2-IT1	6	2	0	0	5	3	1	2	0	5	3	0	4	3	1	0	5	5
MIR3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC66	218	242	185	170	340	301	257	258	220	312	238	182	246	199	176	188	243	164
FAM208A	1153	1165	670	678	1002	1020	1173	1110	1041	1418	905	644	1174	996	673	650	910	701
ARHGEF3	708	683	423	372	585	598	296	281	410	564	281	237	660	625	226	203	371	261
ARHGEF3-AS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA12	6	2	0	0	2	0	5	4	4	1	0	0	1	0	2	3	5	1
IL17RD	2399	2442	1404	1479	2214	2218	1206	1181	1621	2198	1354	1046	1967	1781	942	985	1496	1224
HESX1	20	6	17	12	14	22	25	19	24	27	25	13	23	20	36	54	54	59
APPL1	874	887	600	614	920	883	881	879	911	1169	779	565	905	812	904	812	1104	840
ASB14	21	14	12	10	14	30	18	7	8	19	15	13	21	27	2	7	9	8
DNAH12	167	148	25	33	37	38	74	80	48	82	22	8	70	50	10	11	34	21
PDE12	368	361	195	217	293	323	410	452	381	494	418	272	411	372	377	385	383	328
ARF4	3211	3173	2365	2357	2894	2817	4449	4191	2536	3165	2494	1839	4845	3979	2423	2321	2986	2340
DENND6A	433	459	327	355	489	475	484	485	458	539	469	333	451	343	374	353	392	263
SLMAP	497	504	279	289	473	437	563	551	504	686	518	399	532	471	562	556	676	483
FLNB	2766	2956	1104	1212	1596	1579	2224	2430	2017	2652	1581	1274	1235	1209	3779	3924	3775	3113
DNASE1L3	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ABHD6	680	683	607	638	872	882	300	313	295	393	403	314	842	779	99	94	282	254
RPP14	579	587	378	413	565	556	705	711	623	749	594	440	600	551	582	581	691	575
PXK	502	452	269	375	453	512	304	318	289	368	289	239	572	532	188	187	339	314
PDHB	1530	1462	1078	1032	1268	1142	1652	1645	1411	1842	1391	1015	1406	1263	1898	2053	2203	1773
KCTD6	274	297	244	241	405	357	253	245	228	289	261	189	383	291	145	137	199	147
ACOX2	104	142	16	16	25	18	66	78	53	65	21	18	38	49	15	6	56	22
FAM107A	3152	2989	3231	3399	2981	2837	1666	1655	1907	2673	2551	1984	3948	3843	144	148	1196	1113
FAM3D	18	16	11	1	2	7	163	163	1	5	4	0	7	4	1	3	1	0
C3orf67	27	24	18	14	13	8	47	51	43	60	44	35	29	26	74	103	77	77
C3orf67-AS1	1	2	3	1	0	0	1	3	0	1	0	1	0	0	1	2	0	2
FHIT	54	67	47	50	35	34	70	77	35	58	58	55	71	64	60	60	94	84
PTPRG	1110	1092	335	352	425	447	770	854	782	1119	515	375	786	759	614	635	780	692
PTPRG-AS1	53	34	26	32	44	46	59	30	37	55	50	28	67	63	35	52	76	54
C3orf14	408	381	286	304	469	439	265	247	242	299	278	183	630	476	189	228	438	297
FEZF2	917	978	2918	3053	3079	3084	510	443	485	526	964	718	1349	1245	33	39	103	81
CADPS	1096	1094	478	536	798	799	475	449	525	615	550	398	1416	1261	200	176	752	643
LINC00698	5	3	1	3	8	0	15	18	23	30	41	27	7	3	29	38	35	18
SYNPR	228	224	72	68	127	147	92	79	78	132	60	47	427	339	34	31	394	315
SYNPR-AS1	2	1	0	0	0	0	19	15	8	24	14	24	1	1	19	23	35	21
SNTN	9	4	3	2	4	5	52	31	6	12	0	0	1	0	2	1	2	3
C3orf49	1	5	1	0	4	3	2	5	0	5	0	1	2	4	2	1	3	0
THOC7	440	410	355	390	473	427	614	483	491	599	617	395	615	475	654	555	738	545
THOC7-AS1	1	1	0	2	0	0	1	0	2	1	2	0	3	1	0	0	0	0
ATXN7	344	311	212	223	371	367	296	328	340	368	320	225	364	301	235	224	295	230
PSMD6-AS2	28	30	22	17	41	28	21	34	30	21	32	21	26	18	22	28	13	11
PSMD6	978	1049	843	932	1192	1182	1540	1539	1321	1656	1398	987	1201	1127	2025	1842	1779	1521
PRICKLE2-AS1	1	0	0	0	0	0	0	0	1	0	0	1	3	1	0	0	0	0
LINC00994	1	1	0	2	2	1	3	1	0	1	0	0	0	0	0	0	0	0
PRICKLE2	415	384	128	151	244	277	175	190	203	284	181	129	495	452	65	75	260	188
PRICKLE2-AS2	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PRICKLE2-AS3	0	2	0	1	3	1	0	4	1	1	3	2	4	1	1	0	0	3
ADAMTS9	464	446	193	223	237	213	487	553	472	645	285	261	207	190	314	292	326	243
LOC101929335	7	3	2	0	3	3	2	3	3	8	3	4	0	0	3	4	6	3
ADAMTS9-AS2	15	14	2	6	7	14	12	12	15	26	10	4	17	5	6	8	9	6
MIR548A2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGI1	1424	1378	893	889	995	1001	987	1077	1136	1453	888	624	1100	947	606	612	1110	849
MAGI1-AS1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
SLC25A26	254	270	370	389	465	418	439	380	318	429	468	332	494	382	420	468	548	441
LRIG1	1650	1714	1134	1130	1314	1389	2513	2620	2093	2654	1712	1333	1487	1451	1497	1550	1831	1580
KBTBD8	35	72	43	44	102	105	117	109	97	136	113	73	103	100	141	128	167	123
MIR4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCLG2	942	975	493	581	491	421	1105	1020	855	1080	769	548	673	546	933	941	1067	927
SUCLG2-AS1	12	15	2	2	3	0	20	28	10	29	7	9	9	9	8	9	18	21
FAM19A1	120	134	33	20	132	130	33	32	44	74	137	104	180	149	9	6	58	54
FAM19A4	21	19	2	3	10	10	47	52	18	21	22	22	17	20	26	28	37	52
EOGT	73	62	30	24	45	45	106	90	74	83	77	41	48	43	78	67	90	78
TMF1	916	963	734	770	1012	1041	1106	1070	1057	1377	928	588	1273	1178	684	711	929	743
MIR3136	3	2	0	0	2	0	4	1	5	5	2	0	1	0	0	0	0	1
UBA3	1068	1029	772	802	967	949	1151	1091	983	1268	1084	762	1118	987	1059	1109	1369	1027
ARL6IP5	2057	1975	1536	1618	1882	1795	1707	1532	1362	1730	1549	1135	2796	2325	958	907	1705	1396
LMOD3	29	27	296	294	251	292	84	73	5	0	30	14	33	18	0	1	0	1
FRMD4B	474	518	475	479	768	784	397	400	399	585	388	291	488	498	189	236	292	194
MITF	495	556	240	265	269	238	311	268	707	897	46	33	234	211	70	74	165	111
LINC01212	2	2	0	0	2	0	3	4	3	7	4	1	1	2	0	3	3	2
FOXP1	595	649	333	390	684	663	430	426	376	488	481	330	684	596	425	455	641	435
MIR1284	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4E3	369	384	283	267	360	333	288	248	278	331	335	247	509	425	298	262	366	314
GPR27	329	219	223	158	331	298	138	123	158	106	146	125	263	191	90	58	104	99
PROK2	3	6	3	6	3	4	9	4	12	14	12	19	6	6	29	20	7	6
LINC00877	11	12	2	5	8	5	12	21	10	10	11	12	20	5	11	4	25	15
LINC00870	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0
RYBP	1370	1358	1209	1271	1916	2006	1316	1221	1350	1672	1740	1178	2400	2106	1370	1226	1783	1427
SHQ1	273	283	188	147	198	199	303	268	248	339	223	127	195	163	288	291	310	235
GXYLT2	103	100	52	53	50	61	56	46	48	61	18	15	43	78	28	24	32	36
PPP4R2	346	363	284	291	426	361	593	597	499	716	446	328	418	400	473	494	532	410
EBLN2	20	15	19	26	25	24	19	18	17	29	27	19	39	20	9	18	15	15
PDZRN3	915	926	283	324	348	297	1072	1020	834	1036	567	380	601	548	469	505	592	524
CNTN3	309	298	72	95	142	117	161	164	226	238	124	89	287	280	23	11	118	106
FAM86DP	109	151	45	69	118	67	73	62	34	51	41	28	60	56	36	33	50	36
MIR1324	0	1	0	0	0	1	1	2	0	0	2	1	0	0	1	0	0	1
FLJ20518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00960	81	56	53	55	80	94	67	56	39	72	67	57	79	45	20	24	43	37
